"","Year_Birth","Education","Marital_Status","Income","Kidhome","Teenhome","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Complain","AcceptedLastCmp","Generation","AcceptedPrv","TotalDays"
"189",1976,"Graduation","Married",74068,0,0,14,783,30,537,140,76,15,1,4,10,9,2,"0","0","0","0","0","0","0","Generation X",0,468
"190",1964,"PhD","Married",45759,1,1,13,42,1,18,3,0,4,2,2,0,3,7,"0","0","0","0","0","0","0","Baby Boomer Generation",0,492
"191",1978,"Basic","Together",24882,1,0,52,1,4,10,29,0,36,1,1,1,2,6,"1","0","0","0","0","0","0","Generation X",1,659
"192",1989,"PhD","Together",66973,0,0,98,466,22,432,147,113,102,1,8,7,12,3,"0","0","0","0","0","0","0","Millenials",0,409
"193",1900,"2n Cycle","Divorced",36640,1,0,99,15,6,8,7,4,25,1,2,1,2,5,"0","0","0","0","0","1","0","Lost Generation",0,277
"194",1988,"Graduation","Married",38872,1,0,93,23,3,21,3,19,22,2,3,0,3,8,"0","0","0","0","0","0","0","Millenials",0,396
"195",1973,"Graduation","Married",51148,1,1,38,235,6,45,8,9,12,4,5,1,6,6,"0","0","0","0","0","0","0","Generation X",0,497
"196",1977,"Graduation","Married",31353,1,1,24,10,0,10,3,1,7,2,1,1,2,8,"0","0","0","0","0","0","0","Generation X",0,183
"197",1980,"Master","Married",69661,0,0,80,656,16,106,32,16,8,1,7,3,12,3,"0","0","0","0","0","0","0","Generation X",0,48
"198",1954,"Graduation","Married",80067,0,0,82,519,17,813,27,173,51,1,4,6,6,2,"0","0","1","0","0","0","0","Baby Boomer Generation",1,284
"199",1954,"Graduation","Married",86718,0,0,20,344,189,482,50,33,172,1,5,6,5,2,"0","0","0","0","0","0","0","Baby Boomer Generation",0,529
"200",1973,"PhD","Single",46854,1,1,81,96,1,79,7,1,79,6,5,1,3,8,"1","0","0","0","0","0","1","Generation X",1,91
"201",1952,"Graduation","Divorced",69142,0,1,50,448,4,34,6,4,39,3,8,1,7,5,"0","1","0","0","0","0","0","Baby Boomer Generation",1,1
"202",1968,"Graduation","Single",75922,0,0,60,265,138,553,224,23,92,1,4,4,9,1,"0","0","0","0","0","0","0","Generation X",0,203
"203",1978,"Graduation","Divorced",63693,0,1,63,587,43,337,42,87,54,3,11,6,9,6,"0","0","0","0","0","0","0","Generation X",0,259
"204",1977,"PhD","Together",102160,0,0,54,763,29,138,76,176,58,0,7,9,10,4,"0","1","1","1","0","0","1","Generation X",3,605
"205",1965,"PhD","Single",40637,1,1,72,22,0,13,0,0,3,2,1,0,3,7,"0","0","0","0","0","0","0","Generation X",0,348
"206",1984,"Master","Single",18890,0,0,5,6,4,1,7,2,15,1,0,1,2,6,"1","0","0","0","0","0","1","Millenials",1,597
"207",1988,"Graduation","Together",29604,1,0,88,7,6,13,7,6,14,1,1,0,3,9,"1","0","0","0","0","0","0","Millenials",1,204
"208",1963,"Master","Divorced",48721,1,1,50,81,18,113,47,13,21,6,4,2,5,6,"0","0","0","0","0","0","0","Baby Boomer Generation",0,413
"209",1966,"Graduation","Married",44794,0,1,99,54,0,7,0,0,4,1,2,0,3,6,"0","0","0","0","0","0","0","Generation X",0,22
"210",1954,"Graduation","Divorced",64497,0,1,17,1170,48,320,42,32,192,5,11,4,9,8,"1","0","0","0","0","0","1","Baby Boomer Generation",1,658
"211",1956,"Graduation","Together",46097,0,1,11,72,24,68,65,4,8,5,3,1,6,4,"0","0","0","0","0","0","0","Baby Boomer Generation",0,456
"212",1954,"Graduation","Together",77972,0,0,18,613,22,319,33,102,12,1,4,6,9,1,"0","0","0","0","0","0","0","Baby Boomer Generation",0,104
"213",1968,"PhD","Married",44377,1,1,70,224,0,30,0,0,10,8,5,1,5,8,"0","0","0","0","0","0","0","Generation X",0,633
"214",1974,"Master","Together",46014,1,1,21,410,0,59,19,9,44,10,7,1,8,7,"0","0","0","0","0","0","0","Generation X",0,525
"215",1985,"Graduation","Married",70951,0,0,66,239,10,554,254,87,54,1,3,4,9,1,"0","0","0","0","0","0","0","Millenials",0,422
"216",1977,"Graduation","Married",41443,1,0,79,171,7,171,25,19,89,6,8,1,5,8,"0","0","0","0","0","0","0","Generation X",0,90
"217",1978,"2n Cycle","Single",52195,2,1,2,12,0,4,0,0,1,1,1,0,2,8,"0","0","0","0","0","0","0","Generation X",0,49
"218",1948,"Master","Married",83790,0,0,81,1076,16,417,42,48,16,1,8,10,6,3,"0","1","1","0","0","0","0","Baby Boomer Generation",2,227
"219",1954,"Master","Widow",44551,0,1,24,182,4,33,0,0,66,2,4,1,5,7,"0","0","0","0","0","0","0","Baby Boomer Generation",0,303
"220",1980,"Graduation","Together",69508,1,0,48,824,32,162,42,32,43,2,11,4,11,6,"0","0","0","0","0","0","0","Generation X",0,593
"221",1988,"2n Cycle","Together",45204,1,0,93,30,11,25,29,1,18,1,1,1,4,3,"0","0","0","0","0","0","0","Millenials",0,80
"222",1969,"Graduation","Married",72460,0,0,56,377,10,540,80,30,10,1,3,5,7,1,"0","0","0","0","0","0","0","Generation X",0,228
"223",1970,"PhD","Together",77622,0,2,3,520,7,154,19,0,14,2,6,3,11,3,"0","0","0","0","0","0","0","Generation X",0,77
"224",1980,"PhD","Married",30732,1,0,44,155,1,25,0,1,3,4,4,1,4,8,"0","0","0","0","0","0","0","Generation X",0,541
"225",1962,"Graduation","Divorced",63887,0,1,38,897,23,207,15,11,92,5,9,6,12,6,"0","0","0","0","0","0","0","Baby Boomer Generation",0,660
"226",1978,"Graduation","Together",42011,1,0,46,131,0,16,2,1,39,4,3,1,4,8,"0","0","0","0","0","0","0","Generation X",0,461
"227",1976,"Graduation","Together",51369,0,1,84,297,7,79,0,11,182,2,8,2,4,8,"0","0","0","0","0","0","0","Generation X",0,613
"228",1952,"Graduation","Divorced",51537,0,1,27,787,20,204,0,0,92,3,2,2,11,8,"0","0","0","0","0","0","0","Baby Boomer Generation",0,568
"229",1972,"PhD","Married",79930,0,0,72,792,86,740,67,51,17,1,3,5,8,2,"0","0","0","0","0","0","0","Generation X",0,691
"230",1986,"PhD","Together",34320,1,0,66,4,1,9,3,0,0,1,1,0,2,8,"0","0","0","0","0","0","0","Millenials",0,134
"231",1966,"Graduation","Single",37070,1,1,30,231,7,137,4,15,39,9,5,1,8,7,"0","0","0","0","0","0","1","Generation X",0,467
"232",1962,"2n Cycle","Divorced",81975,0,1,2,983,76,184,180,138,27,1,6,3,4,7,"0","0","1","0","0","0","0","Baby Boomer Generation",1,541
"233",1971,"Graduation","Together",38590,1,0,65,3,1,8,4,3,3,1,1,0,2,8,"0","0","0","0","0","0","0","Generation X",0,411
"234",1951,"Graduation","Single",15033,0,0,37,0,4,5,6,0,4,1,1,0,3,3,"0","0","0","0","0","0","0","Baby Boomer Generation",0,75
"235",1965,"PhD","Married",62745,0,1,89,562,21,464,28,10,32,3,7,8,11,5,"0","0","0","0","0","0","0","Generation X",0,464
"236",1975,"2n Cycle","Married",22212,1,0,49,5,9,20,6,8,21,2,2,0,4,6,"0","0","0","0","0","0","0","Generation X",0,203
"237",1982,"Master","Together",23661,1,0,46,18,0,4,0,0,1,1,1,0,3,7,"0","0","0","0","0","0","0","Millenials",0,208
"238",1958,"PhD","Single",79761,0,1,32,415,5,124,15,35,11,1,5,2,11,3,"0","0","0","0","0","0","0","Baby Boomer Generation",0,269
"239",1973,"Graduation","Single",7500,1,0,54,5,3,10,12,7,20,4,3,1,3,7,"0","0","0","0","0","0","0","Generation X",0,186
"240",1893,"2n Cycle","Single",60182,0,1,23,8,0,5,7,0,2,1,1,0,2,4,"0","0","0","0","0","0","0","Lost Generation",0,44
"241",1968,"Graduation","Widow",73455,0,0,98,901,61,757,186,163,20,1,6,5,10,3,"0","1","0","0","0","0","0","Generation X",1,245
"242",1958,"Graduation","Together",64961,0,1,97,382,114,276,75,124,38,2,6,4,4,3,"0","0","0","0","0","0","0","Baby Boomer Generation",0,554
"243",1971,"Graduation","Single",22804,1,0,75,14,1,7,2,1,1,1,2,0,2,9,"0","0","0","0","0","0","0","Generation X",0,334
"244",1990,"Graduation","Married",73687,0,0,8,559,153,503,218,13,181,1,3,9,9,2,"0","0","0","1","0","0","1","Millenials",1,214
"245",1958,"Graduation","Married",61074,0,1,37,789,0,133,0,28,152,7,11,5,8,7,"0","0","0","0","0","0","0","Baby Boomer Generation",0,682
"246",1964,"PhD","Married",31686,1,1,31,11,0,5,0,0,1,2,1,0,3,6,"0","0","0","0","0","0","0","Baby Boomer Generation",0,25
"247",1972,"Graduation","Married",80134,1,0,40,1218,16,272,104,0,80,2,5,3,6,6,"0","1","1","1","0","0","1","Generation X",3,406
"248",1953,"Graduation","Married",75027,0,1,74,925,64,179,133,12,77,2,9,4,6,5,"0","0","0","0","0","0","0","Baby Boomer Generation",0,537
"249",1988,"PhD","Married",67546,0,0,90,864,134,768,150,38,172,1,4,10,5,3,"0","0","0","0","0","0","0","Millenials",0,668
"250",1969,"Master","Together",65176,0,1,57,960,28,183,220,70,70,4,9,6,6,6,"0","0","0","0","0","0","0","Generation X",0,609
"251",1975,"Master","Single",31160,1,0,59,16,3,25,6,1,13,2,2,0,3,8,"0","0","0","0","0","0","0","Generation X",0,287
"252",1985,"Graduation","Single",29938,1,0,52,3,3,7,0,2,11,2,1,0,3,6,"0","0","0","0","0","0","0","Millenials",0,246
"253",1974,"Graduation","Divorced",102692,0,0,5,168,148,444,32,172,148,1,6,9,13,2,"0","1","1","1","1","0","1","Generation X",4,451
"254",1958,"2n Cycle","Together",26490,0,0,92,45,47,52,21,20,25,2,3,1,5,6,"0","0","0","0","0","0","0","Baby Boomer Generation",0,646
"255",1967,"Graduation","Together",75702,1,1,77,650,28,353,45,42,30,5,4,6,11,8,"0","0","0","0","0","0","0","Generation X",0,670
"256",1974,"PhD","Single",30899,1,0,35,24,0,8,0,0,1,2,1,0,3,6,"0","0","0","0","0","0","0","Generation X",0,625
"257",1961,"PhD","Together",63342,0,1,48,918,21,118,13,10,21,3,8,3,5,6,"0","1","0","0","0","0","0","Baby Boomer Generation",1,622
"258",1964,"Graduation","Single",45989,0,1,97,138,33,87,28,24,12,4,3,2,7,3,"0","0","0","0","0","0","0","Baby Boomer Generation",0,616
"259",1964,"Graduation","Single",18701,1,1,95,12,4,2,10,6,10,4,2,0,4,5,"0","0","0","0","0","0","0","Baby Boomer Generation",0,391
"260",1957,"PhD","Single",40737,2,1,24,11,0,4,0,0,2,1,1,0,2,8,"0","0","0","0","0","0","0","Baby Boomer Generation",0,204
"261",1979,"Graduation","Divorced",15287,1,0,60,1,2,8,4,3,13,2,1,1,2,7,"1","0","0","0","0","0","1","Generation X",1,628
"262",1968,"PhD","Divorced",69674,0,2,46,554,41,215,11,0,24,3,10,2,10,5,"0","0","0","0","0","0","0","Generation X",0,404
"263",1970,"Master","Married",44159,1,0,85,167,2,62,24,13,7,4,4,1,6,5,"0","0","0","0","0","0","0","Generation X",0,13
"264",1978,"PhD","Married",37717,1,0,31,9,0,6,4,1,5,1,1,0,2,9,"0","0","0","0","0","0","0","Generation X",0,584
"265",1952,"Master","Together",43776,1,1,9,177,2,71,3,2,20,6,5,2,4,8,"0","0","0","0","0","0","1","Baby Boomer Generation",0,512
"266",1966,"Master","Married",38179,1,1,30,38,4,22,4,2,20,4,3,1,3,7,"0","0","0","0","0","0","0","Generation X",0,473
"267",1963,"Graduation","Married",80124,0,0,47,483,84,398,205,84,241,1,3,7,8,1,"1","0","0","0","0","0","0","Baby Boomer Generation",1,4
"268",1970,"PhD","Married",38097,1,1,70,77,2,35,0,1,69,4,3,2,2,7,"1","0","0","0","0","0","1","Generation X",1,623
"269",1970,"Graduation","Married",72940,0,0,13,182,74,298,162,149,116,1,3,3,6,1,"0","0","0","0","0","0","0","Generation X",0,376
"270",1970,"Graduation","Together",22070,1,0,11,10,7,19,8,2,21,2,2,2,2,6,"0","0","0","0","0","0","0","Generation X",0,269
"271",1953,"Graduation","Single",69267,0,0,31,778,44,499,95,73,146,2,3,4,5,7,"0","0","0","0","0","0","1","Baby Boomer Generation",0,646
"272",1983,"Master","Single",31788,1,0,15,16,7,23,0,8,6,3,3,0,4,5,"0","0","0","0","0","1","0","Millenials",0,102
"273",1975,"PhD","Together",61905,0,1,2,167,0,43,6,2,13,2,4,2,4,5,"0","0","0","0","0","0","0","Generation X",0,146
"274",1960,"Graduation","Married",29315,1,1,55,13,2,14,8,7,4,4,2,0,4,6,"0","0","0","0","0","0","0","Baby Boomer Generation",0,85
"275",1963,"Graduation","Divorced",33378,1,1,38,33,6,40,3,7,10,3,2,0,4,7,"0","0","0","0","0","0","0","Baby Boomer Generation",0,509
"276",1963,"PhD","Together",66313,0,1,86,625,7,99,10,22,7,2,6,3,12,4,"0","0","0","0","0","0","0","Baby Boomer Generation",0,287
"277",1956,"Graduation","Single",60714,0,0,56,216,162,224,101,92,162,2,7,4,10,5,"0","0","0","0","0","0","1","Baby Boomer Generation",0,529
"278",1981,"Master","Together",77882,0,0,29,68,129,396,188,22,15,1,3,3,5,1,"0","0","0","0","0","0","0","Millenials",0,61
"279",1986,"PhD","Single",69867,0,0,30,196,0,512,33,130,54,1,3,5,8,1,"0","0","0","1","0","0","1","Millenials",1,454
"280",1968,"Master","Divorced",63841,0,1,64,635,15,100,20,7,131,1,9,3,9,6,"0","0","0","0","0","0","0","Generation X",0,435
"281",1981,"Basic","Married",24480,1,0,46,4,19,9,28,25,17,3,3,0,4,7,"0","0","0","0","0","0","0","Millenials",0,504
"282",1976,"Graduation","Together",51369,0,1,84,297,7,79,0,11,182,2,8,2,4,8,"0","0","0","0","0","0","0","Generation X",0,613
"283",1946,"Graduation","Together",37760,0,0,20,84,5,38,150,12,28,2,4,1,6,7,"0","0","0","0","0","0","0","Baby Boomer Generation",0,668
"284",1974,"PhD","Together",65640,0,1,74,204,7,149,20,15,66,1,5,1,8,2,"0","0","0","0","0","0","0","Generation X",0,121
"285",1975,"Master","Married",44319,1,1,18,26,0,8,0,0,3,2,2,0,3,5,"0","0","0","0","0","0","0","Generation X",0,74
"286",1974,"Graduation","Married",30631,1,0,75,15,6,20,4,5,20,1,3,1,2,7,"0","0","0","0","0","0","0","Generation X",0,353
"287",1952,"Graduation","Together",75278,0,0,17,304,98,230,150,74,74,1,6,3,13,3,"0","0","0","0","0","0","0","Baby Boomer Generation",0,517
"288",1956,"Master","Together",50898,1,1,88,285,28,242,55,114,135,13,6,2,12,5,"0","0","0","0","0","0","0","Baby Boomer Generation",0,538
"289",1966,"Graduation","Widow",79946,0,0,19,395,183,565,166,141,28,1,5,11,5,3,"0","0","0","0","0","0","0","Generation X",0,49
"290",1949,"Master","Divorced",35416,0,0,62,248,3,81,4,3,51,3,7,1,5,8,"0","0","0","0","0","0","0","Baby Boomer Generation",0,382
"291",1984,"2n Cycle","Together",32414,0,0,11,20,6,5,0,9,12,1,1,0,3,7,"1","0","0","0","0","0","0","Millenials",1,361
"292",1969,"Graduation","Together",38361,1,0,74,39,0,56,20,8,14,3,3,1,3,7,"0","0","0","0","0","0","0","Generation X",0,185
"293",1980,"Graduation","Married",82497,0,0,32,777,129,573,216,21,203,1,2,7,9,4,"0","0","1","0","0","0","0","Generation X",1,607
"294",1971,"Graduation","Together",16626,2,0,76,8,3,22,21,1,13,3,3,0,3,9,"0","0","0","0","0","0","0","Generation X",0,166
"295",1965,"Graduation","Together",29672,1,1,6,9,1,3,0,4,8,1,0,0,3,6,"0","0","0","0","0","0","0","Generation X",0,475
"296",1952,"Master","Together",55951,0,1,62,1241,0,80,0,13,40,3,3,6,11,8,"0","1","0","0","1","0","0","Baby Boomer Generation",2,676
"297",1988,"2n Cycle","Divorced",35388,1,0,20,6,4,7,4,3,8,1,1,0,3,7,"0","0","0","0","0","0","0","Millenials",0,480
"298",1986,"Master","Together",42386,1,0,43,65,4,16,0,4,11,1,3,0,3,8,"0","0","0","0","0","0","0","Millenials",0,533
"299",1982,"Graduation","Single",68627,0,0,45,395,15,263,60,54,38,1,2,3,6,1,"0","0","0","0","0","0","0","Millenials",0,534
"300",1965,"PhD","Divorced",57912,0,1,34,801,0,80,0,0,35,5,8,3,12,5,"0","1","0","0","0","0","0","Generation X",1,105
"301",1958,"Graduation","Divorced",35246,1,1,53,36,0,12,2,2,10,4,3,1,3,5,"0","0","0","0","0","0","0","Baby Boomer Generation",0,75
"302",1956,"2n Cycle","Together",58821,0,1,44,513,14,154,19,0,28,1,9,2,9,6,"0","0","0","0","0","0","0","Baby Boomer Generation",0,261
"303",1978,"PhD","Married",46377,1,0,89,37,0,46,4,3,0,1,2,1,3,4,"0","0","0","0","0","0","0","Generation X",0,121
"304",1988,"Graduation","Single",39747,1,0,43,80,15,93,20,13,52,3,5,1,4,8,"0","0","0","0","0","0","0","Millenials",0,78
"305",1984,"Graduation","Together",23976,1,0,68,14,1,21,2,3,25,3,3,1,3,7,"0","0","0","0","0","0","0","Millenials",0,185
"306",1961,"Master","Married",80950,0,0,44,525,147,112,219,147,63,1,6,7,9,2,"0","0","0","1","0","0","0","Baby Boomer Generation",1,459
"307",1966,"Graduation","Widow",27038,0,0,64,1,26,25,17,23,15,1,3,0,3,9,"0","0","0","0","0","0","1","Generation X",0,650
"308",1947,"Graduation","Single",77457,0,0,85,675,11,400,15,45,11,1,2,5,10,1,"0","0","1","0","0","0","0","Baby Boomer Generation",1,117
"309",1964,"Master","Married",64100,0,1,93,509,0,27,0,0,10,1,8,3,6,7,"0","1","0","0","0","0","0","Baby Boomer Generation",1,293
"310",1992,"Master","Together",42670,0,0,12,154,2,46,20,4,15,1,4,2,4,4,"0","0","0","0","0","0","0","Millenials",0,429
"311",1976,"Graduation","Divorced",12571,1,0,86,3,5,14,2,12,17,4,3,1,3,6,"0","0","0","0","0","0","0","Generation X",0,163
"312",1967,"Graduation","Married",22574,2,1,28,25,0,8,2,0,2,2,2,0,3,7,"0","0","0","0","0","0","0","Generation X",0,245
"313",1989,"Graduation","Married",NA,0,0,69,861,138,461,60,30,61,1,6,5,12,3,"0","1","0","1","0","0","0","Millenials",2,392
"314",1976,"Master","Single",70893,0,0,42,768,44,561,77,44,14,1,6,6,10,3,"0","0","0","0","0","0","0","Generation X",0,509
"315",1966,"Graduation","Married",54198,1,1,13,185,0,28,3,2,17,6,3,1,6,4,"0","0","0","0","0","0","0","Generation X",0,195
"316",1956,"Master","Together",28839,1,1,86,24,0,7,0,0,1,2,2,0,3,5,"0","0","0","0","0","0","0","Baby Boomer Generation",0,111
"317",1972,"Graduation","Married",40321,1,1,59,44,4,21,6,0,27,2,3,0,3,7,"0","0","0","0","0","0","0","Generation X",0,336
"318",1985,"Graduation","Single",66503,1,0,30,91,64,128,65,3,50,2,4,3,6,3,"0","0","0","0","0","0","0","Millenials",0,685
"319",1951,"Graduation","Married",30833,1,1,33,11,0,7,3,1,6,2,1,0,3,5,"0","0","0","0","0","0","0","Baby Boomer Generation",0,349
"320",1970,"Graduation","Single",NA,1,2,67,738,20,172,52,50,20,6,2,3,10,7,"0","1","0","1","0","0","0","Generation X",2,311
"321",1971,"Graduation","Married",64795,0,1,23,412,5,119,38,29,77,3,3,3,12,2,"0","0","0","0","0","0","0","Generation X",0,529
"322",1974,"Graduation","Married",34421,1,0,81,3,3,7,6,2,9,1,1,0,2,7,"0","0","0","0","0","0","0","Generation X",0,364
"323",1965,"PhD","Divorced",47025,1,1,6,16,0,3,0,0,1,1,1,0,2,7,"0","0","0","0","0","0","0","Generation X",0,141
"324",1961,"PhD","Divorced",64325,0,1,41,731,60,353,78,12,73,5,10,3,5,7,"0","0","0","0","0","0","0","Baby Boomer Generation",0,508
"325",1953,"Graduation","Single",40464,0,1,78,424,17,118,7,23,41,6,8,2,8,8,"0","0","0","0","0","0","0","Baby Boomer Generation",0,535
"326",1957,"Graduation","Married",62187,0,0,49,792,0,275,45,45,126,1,4,8,5,3,"0","0","0","0","0","0","0","Baby Boomer Generation",0,360
"327",1976,"PhD","Divorced",14849,1,0,39,21,2,28,3,2,9,3,2,0,4,8,"0","0","0","0","0","0","0","Generation X",0,363
"328",1984,"Graduation","Married",27255,1,0,3,22,1,11,0,1,2,1,1,0,3,7,"0","0","0","0","0","0","0","Millenials",0,235
"329",1950,"PhD","Married",54432,2,1,37,33,0,5,0,0,0,1,1,0,3,4,"0","0","0","0","0","0","0","Baby Boomer Generation",0,417
"330",1986,"PhD","Single",29999,1,0,22,68,7,59,10,5,11,4,3,1,4,8,"0","0","0","0","0","0","0","Millenials",0,502
"331",1983,"Graduation","Single",24072,1,0,79,9,1,6,3,0,4,1,1,0,2,8,"0","0","0","0","0","0","0","Millenials",0,440
"332",1989,"PhD","Single",33996,0,0,46,40,2,15,8,0,6,1,1,1,3,4,"0","0","0","0","0","0","0","Millenials",0,292
"333",1956,"PhD","Married",66334,0,1,82,909,11,218,0,0,23,2,9,3,5,5,"0","0","0","0","0","0","1","Baby Boomer Generation",0,453
"334",1971,"Master","Married",35178,1,0,10,23,1,13,2,2,18,1,1,1,2,7,"1","0","0","0","0","0","1","Generation X",1,536
"335",1983,"Graduation","Together",22010,1,0,51,11,2,9,3,0,8,2,2,0,3,8,"0","0","0","0","0","0","0","Millenials",0,365
"336",1960,"Graduation","Divorced",62204,0,2,38,317,46,247,151,46,139,1,4,5,12,3,"0","0","0","0","0","0","0","Baby Boomer Generation",0,656
"337",1968,"Graduation","Divorced",75693,0,0,10,797,153,293,72,97,30,1,11,4,6,4,"0","1","1","1","0","0","1","Generation X",3,571
"338",1972,"Graduation","Married",30675,1,0,14,10,2,16,11,2,21,1,1,0,3,8,"0","0","0","0","0","0","0","Generation X",0,595
"339",1965,"Graduation","Together",83003,0,0,18,856,61,570,40,25,122,1,7,6,8,3,"0","0","1","0","0","0","1","Generation X",1,484
"340",1899,"PhD","Together",83532,0,0,36,755,144,562,104,64,224,1,4,6,4,1,"0","0","1","0","0","0","0","Lost Generation",1,277
"341",1988,"Graduation","Single",68655,0,0,95,456,19,832,75,118,38,1,4,5,11,3,"0","0","0","0","0","0","0","Millenials",0,689
"342",1986,"Graduation","Divorced",41411,0,0,11,37,32,38,11,3,18,1,2,1,4,6,"0","0","0","0","0","0","0","Millenials",0,205
"343",1969,"PhD","Married",55212,0,1,65,1103,0,45,0,0,34,3,4,2,11,8,"0","1","0","0","1","0","0","Generation X",2,584
"344",1950,"PhD","Together",59292,0,1,71,378,14,68,19,14,14,2,3,5,8,3,"0","0","0","0","0","0","0","Baby Boomer Generation",0,382
"345",1973,"Basic","Together",27190,1,0,13,1,6,7,0,1,3,1,1,0,2,8,"1","0","0","0","0","0","1","Generation X",1,319
"346",1952,"Graduation","Divorced",82623,0,0,58,204,34,204,172,153,173,1,2,9,4,1,"0","0","0","0","0","0","0","Baby Boomer Generation",0,232
"347",1965,"Graduation","Married",44300,1,1,65,30,0,9,0,0,3,2,1,0,3,6,"0","0","0","0","0","0","0","Generation X",0,372
"348",1970,"Graduation","Divorced",84835,0,0,0,189,104,379,111,189,218,1,4,4,6,1,"0","0","0","0","0","0","1","Generation X",0,14
"349",1971,"Graduation","Widow",30372,1,1,33,15,0,12,7,3,7,3,2,0,3,7,"0","0","0","0","0","0","0","Generation X",0,552
"350",1976,"Master","Married",33181,1,0,90,9,0,3,0,0,4,1,1,0,2,6,"1","0","0","0","0","0","0","Generation X",1,178
"351",1957,"Graduation","Married",71113,0,1,95,495,33,255,11,33,8,4,6,7,9,4,"0","0","0","0","0","0","0","Baby Boomer Generation",0,195
"352",1986,"Graduation","Married",71952,1,0,93,656,80,455,52,107,93,2,8,4,8,4,"1","0","1","0","0","0","0","Millenials",2,536
"353",1966,"PhD","Single",69759,0,0,38,452,20,514,13,30,0,3,4,6,5,3,"0","0","0","0","0","0","1","Generation X",0,245
"354",1974,"Graduation","Married",72099,0,0,18,546,91,410,119,0,22,1,3,4,10,1,"0","0","0","0","0","0","0","Generation X",0,611
"355",1976,"PhD","Single",60000,0,1,57,1048,0,217,0,0,12,5,11,3,5,6,"0","0","0","0","0","0","0","Generation X",0,555
"356",1978,"Graduation","Single",38643,1,1,45,22,2,14,0,1,10,2,2,0,3,7,"0","0","0","0","0","1","0","Generation X",0,213
"357",1955,"Graduation","Married",50737,0,1,61,78,0,11,0,0,10,1,2,0,4,6,"0","1","0","0","0","0","0","Baby Boomer Generation",1,415
"358",1969,"PhD","Married",68462,0,0,6,561,64,785,84,128,48,1,3,3,8,1,"0","0","0","0","0","0","0","Generation X",0,565
"359",1943,"Master","Married",65073,0,0,65,629,17,177,69,0,8,1,5,3,5,2,"0","0","0","0","0","1","0","Silent Generation",0,314
"360",1948,"PhD","Together",46681,0,2,52,269,15,69,15,19,38,2,4,6,4,5,"0","0","0","0","0","0","0","Baby Boomer Generation",0,265
"361",1957,"Graduation","Married",78618,0,0,87,736,163,818,212,163,61,1,4,7,10,2,"0","1","0","0","0","0","0","Baby Boomer Generation",1,640
